CMDLINE /home/tl/projects/learning/natural-language-processing/stanford-cs336/assignment1-basics/.venv/bin/python3 profile_train_bpe.py
MEM 402.066406 1753074174.4589
MEM 402.066406 1753074174.5606
MEM 402.066406 1753074174.6675
MEM 402.066406 1753074174.7679
MEM 402.066406 1753074174.8685
MEM 402.066406 1753074174.9690
MEM 402.066406 1753074175.0695
MEM 402.066406 1753074175.1737
MEM 402.066406 1753074175.2810
MEM 402.066406 1753074175.3814
MEM 402.066406 1753074175.4820
MEM 402.066406 1753074175.5825
MEM 402.066406 1753074175.6892
MEM 402.066406 1753074175.7896
MEM 402.066406 1753074175.8901
MEM 402.066406 1753074175.9904
MEM 402.066406 1753074176.0907
MEM 402.066406 1753074176.1914
MEM 402.066406 1753074176.2918
MEM 402.066406 1753074176.3934
MEM 402.066406 1753074176.4938
MEM 402.066406 1753074176.5943
MEM 402.066406 1753074176.6956
MEM 402.066406 1753074176.7984
MEM 402.066406 1753074176.8990
MEM 402.066406 1753074176.9996
MEM 402.066406 1753074177.0999
MEM 402.066406 1753074177.2007
MEM 402.066406 1753074177.3052
MEM 402.066406 1753074177.4095
MEM 402.066406 1753074177.5132
MEM 402.066406 1753074177.6136
MEM 402.066406 1753074177.7146
MEM 402.066406 1753074177.8151
MEM 402.066406 1753074177.9155
MEM 403.691406 1753074178.0159
MEM 403.691406 1753074178.1163
MEM 404.316406 1753074178.2166
MEM 404.316406 1753074178.3171
MEM 404.941406 1753074178.4175
MEM 406.191406 1753074178.5179
MEM 406.191406 1753074178.6186
MEM 406.816406 1753074178.7191
MEM 407.441406 1753074178.8195
MEM 407.441406 1753074178.9200
MEM 408.066406 1753074179.0204
MEM 408.691406 1753074179.1210
MEM 408.691406 1753074179.2213
MEM 409.941406 1753074179.3219
MEM 412.941406 1753074179.4223
MEM 413.441406 1753074179.5229
MEM 413.691406 1753074179.6234
MEM 413.691406 1753074179.7241
MEM 413.816406 1753074179.8248
MEM 413.816406 1753074179.9256
MEM 413.816406 1753074180.0261
MEM 413.941406 1753074180.1267
MEM 413.941406 1753074180.2272
MEM 414.066406 1753074180.3283
MEM 414.191406 1753074180.4291
MEM 414.191406 1753074180.5300
MEM 414.316406 1753074180.6307
MEM 414.316406 1753074180.7315
MEM 414.316406 1753074180.8321
MEM 414.316406 1753074180.9337
MEM 414.441406 1753074181.0342
MEM 414.441406 1753074181.1349
MEM 414.441406 1753074181.2354
MEM 414.441406 1753074181.3362
MEM 414.441406 1753074181.4369
MEM 414.566406 1753074181.5377
MEM 414.566406 1753074181.6381
MEM 414.691406 1753074181.7387
MEM 414.691406 1753074181.8393
MEM 414.691406 1753074181.9399
MEM 416.066406 1753074182.0406
MEM 416.066406 1753074182.1413
MEM 416.066406 1753074182.2419
MEM 416.066406 1753074182.3428
MEM 416.066406 1753074182.4432
MEM 416.066406 1753074182.5437
MEM 416.066406 1753074182.6444
MEM 416.191406 1753074182.7447
MEM 416.191406 1753074182.8452
MEM 416.191406 1753074182.9455
MEM 416.316406 1753074183.0462
MEM 416.316406 1753074183.1469
MEM 416.316406 1753074183.2475
MEM 416.316406 1753074183.3478
MEM 416.316406 1753074183.4480
MEM 416.316406 1753074183.5486
MEM 416.316406 1753074183.6490
MEM 416.316406 1753074183.7493
MEM 416.316406 1753074183.8496
MEM 416.316406 1753074183.9500
MEM 416.316406 1753074184.0502
MEM 416.316406 1753074184.1505
MEM 416.316406 1753074184.2508
MEM 416.316406 1753074184.3512
MEM 416.316406 1753074184.4516
MEM 416.316406 1753074184.5520
MEM 416.316406 1753074184.6524
MEM 416.316406 1753074184.7532
MEM 416.316406 1753074184.8537
MEM 416.316406 1753074184.9543
MEM 416.316406 1753074185.0548
MEM 416.316406 1753074185.1552
MEM 416.316406 1753074185.2555
MEM 416.316406 1753074185.3559
MEM 416.316406 1753074185.4562
MEM 416.316406 1753074185.5565
MEM 416.316406 1753074185.6571
MEM 416.316406 1753074185.7575
MEM 416.316406 1753074185.8579
MEM 416.316406 1753074185.9585
MEM 416.316406 1753074186.0589
MEM 416.316406 1753074186.1593
MEM 416.441406 1753074186.2599
MEM 416.441406 1753074186.3604
MEM 416.441406 1753074186.4609
MEM 416.441406 1753074186.5613
MEM 416.441406 1753074186.6617
MEM 416.441406 1753074186.7620
MEM 416.441406 1753074186.8623
MEM 416.441406 1753074186.9627
MEM 416.441406 1753074187.0630
MEM 416.441406 1753074187.1634
MEM 416.441406 1753074187.2637
MEM 416.566406 1753074187.3643
MEM 416.566406 1753074187.4648
MEM 416.566406 1753074187.5652
MEM 416.566406 1753074187.6655
MEM 416.566406 1753074187.7658
MEM 416.566406 1753074187.8662
MEM 416.566406 1753074187.9665
MEM 416.566406 1753074188.0668
MEM 416.566406 1753074188.1670
MEM 416.566406 1753074188.2673
MEM 416.566406 1753074188.3675
MEM 416.566406 1753074188.4678
MEM 416.566406 1753074188.5682
MEM 416.566406 1753074188.6685
MEM 416.566406 1753074188.7690
MEM 416.566406 1753074188.8694
MEM 416.566406 1753074188.9698
MEM 416.566406 1753074189.0701
MEM 416.566406 1753074189.1706
MEM 416.566406 1753074189.2710
MEM 416.566406 1753074189.3714
MEM 416.566406 1753074189.4718
MEM 416.691406 1753074189.5723
MEM 416.691406 1753074189.6726
MEM 416.691406 1753074189.7731
MEM 416.691406 1753074189.8735
MEM 416.691406 1753074189.9743
MEM 416.691406 1753074190.0747
MEM 416.691406 1753074190.1751
MEM 416.691406 1753074190.2753
MEM 416.691406 1753074190.3757
MEM 416.691406 1753074190.4763
MEM 416.691406 1753074190.5766
MEM 416.691406 1753074190.6769
MEM 416.691406 1753074190.7773
