CMDLINE /home/tl/projects/learning/natural-language-processing/stanford-cs336/assignment1-basics/.venv/bin/python3 profile_train_bpe.py
MEM 354.738281 1753074230.3866
MEM 354.113281 1753074230.4875
MEM 353.988281 1753074230.5974
MEM 353.988281 1753074230.7019
MEM 332.863281 1753074230.8025
MEM 323.238281 1753074230.9037
MEM 309.863281 1753074231.0065
MEM 308.238281 1753074231.1069
MEM 308.238281 1753074231.2073
MEM 308.238281 1753074231.3078
MEM 308.238281 1753074231.4083
MEM 308.238281 1753074231.5092
MEM 299.363281 1753074231.6102
MEM 292.238281 1753074231.7110
MEM 292.113281 1753074231.8115
MEM 292.113281 1753074231.9120
MEM 285.238281 1753074232.0124
MEM 272.238281 1753074232.1140
MEM 271.113281 1753074232.2145
MEM 271.113281 1753074232.3151
MEM 260.738281 1753074232.4156
MEM 260.363281 1753074232.5162
MEM 260.238281 1753074232.6166
MEM 259.988281 1753074232.7170
MEM 259.363281 1753074232.8173
MEM 259.113281 1753074232.9179
MEM 258.238281 1753074233.0183
MEM 257.988281 1753074233.1189
MEM 257.863281 1753074233.2194
MEM 257.363281 1753074233.3200
MEM 256.863281 1753074233.4204
MEM 256.738281 1753074233.5210
MEM 256.363281 1753074233.6215
MEM 256.238281 1753074233.7225
MEM 256.113281 1753074233.8229
MEM 256.113281 1753074233.9233
MEM 255.863281 1753074234.0238
MEM 255.613281 1753074234.1243
MEM 255.613281 1753074234.2251
MEM 255.613281 1753074234.3258
MEM 254.863281 1753074234.4263
MEM 254.738281 1753074234.5269
MEM 254.363281 1753074234.6275
MEM 254.238281 1753074234.7281
MEM 253.988281 1753074235.2135
MEM 253.863281 1753074235.3139
MEM 253.863281 1753074235.4144
MEM 253.863281 1753074235.5149
MEM 253.488281 1753074235.6154
MEM 253.363281 1753074235.7161
MEM 253.363281 1753074235.8165
MEM 252.988281 1753074235.9171
MEM 252.613281 1753074236.0174
MEM 252.488281 1753074236.1181
MEM 252.238281 1753074236.2187
MEM 252.238281 1753074236.3197
MEM 252.113281 1753074236.4212
MEM 251.488281 1753074236.5217
MEM 251.488281 1753074236.6223
MEM 251.488281 1753074236.7229
MEM 251.488281 1753074236.8236
MEM 251.363281 1753074236.9240
MEM 251.363281 1753074237.0247
MEM 251.238281 1753074237.1251
MEM 251.238281 1753074237.2258
MEM 251.113281 1753074237.3263
MEM 251.113281 1753074237.4266
MEM 251.113281 1753074237.5270
MEM 250.988281 1753074237.6274
MEM 250.988281 1753074237.7280
MEM 250.988281 1753074237.8283
MEM 250.988281 1753074237.9288
MEM 250.988281 1753074238.0292
MEM 250.988281 1753074238.1298
MEM 250.988281 1753074238.2304
MEM 250.988281 1753074238.3308
MEM 250.988281 1753074238.4313
MEM 250.988281 1753074238.5316
MEM 250.988281 1753074238.6319
MEM 250.988281 1753074238.7325
MEM 250.863281 1753074238.8330
MEM 250.863281 1753074238.9333
MEM 250.863281 1753074239.0338
MEM 250.863281 1753074239.1344
MEM 250.863281 1753074239.2349
MEM 250.863281 1753074239.3353
MEM 250.863281 1753074239.4357
MEM 250.863281 1753074239.5361
MEM 250.863281 1753074239.6366
MEM 250.863281 1753074239.7370
MEM 250.863281 1753074239.8375
MEM 250.863281 1753074239.9378
MEM 250.863281 1753074240.0384
MEM 250.863281 1753074240.1387
MEM 250.863281 1753074240.2391
MEM 250.863281 1753074240.3398
MEM 250.863281 1753074240.4402
MEM 250.738281 1753074240.5406
MEM 250.738281 1753074240.6412
MEM 250.738281 1753074240.7415
MEM 250.738281 1753074240.8420
MEM 250.738281 1753074240.9426
MEM 250.738281 1753074241.0429
MEM 250.738281 1753074241.1433
MEM 250.738281 1753074241.2437
MEM 250.738281 1753074241.3441
MEM 250.738281 1753074241.4445
MEM 250.738281 1753074241.5450
MEM 250.738281 1753074241.6453
MEM 250.738281 1753074241.7458
MEM 250.738281 1753074241.8463
MEM 250.738281 1753074241.9468
MEM 250.738281 1753074242.0471
MEM 250.738281 1753074242.1474
MEM 250.738281 1753074242.2478
MEM 250.738281 1753074242.3482
MEM 250.738281 1753074242.4485
MEM 250.738281 1753074242.5488
MEM 250.738281 1753074242.6492
MEM 250.738281 1753074242.7496
MEM 250.738281 1753074242.8499
MEM 250.738281 1753074242.9502
MEM 250.738281 1753074243.0508
MEM 250.738281 1753074243.1512
MEM 250.738281 1753074243.2515
MEM 250.738281 1753074243.3522
MEM 250.738281 1753074243.4527
MEM 250.738281 1753074243.5531
MEM 250.738281 1753074243.6534
MEM 250.738281 1753074243.7542
MEM 250.613281 1753074243.8545
MEM 250.613281 1753074243.9549
MEM 250.613281 1753074244.0555
MEM 250.613281 1753074244.1558
MEM 250.613281 1753074244.2563
MEM 250.613281 1753074244.3566
MEM 250.613281 1753074244.4571
MEM 250.613281 1753074244.5574
MEM 250.613281 1753074244.6578
MEM 250.613281 1753074244.7582
MEM 250.613281 1753074244.8585
MEM 250.613281 1753074244.9590
MEM 250.613281 1753074245.0594
MEM 250.613281 1753074245.1597
MEM 250.613281 1753074245.2601
MEM 250.613281 1753074245.3606
MEM 250.613281 1753074245.4610
MEM 250.613281 1753074245.5612
MEM 250.613281 1753074245.6616
MEM 250.613281 1753074245.7620
MEM 250.613281 1753074245.8626
MEM 250.613281 1753074245.9630
MEM 250.613281 1753074246.0634
MEM 250.613281 1753074246.1638
MEM 250.613281 1753074246.2641
MEM 250.613281 1753074246.3645
MEM 250.613281 1753074246.4648
MEM 250.613281 1753074246.5651
MEM 250.613281 1753074246.6654
MEM 250.613281 1753074246.7657
MEM 250.613281 1753074246.8662
MEM 250.488281 1753074246.9667
MEM 250.488281 1753074247.0670
MEM 250.488281 1753074247.1673
MEM 250.488281 1753074247.2677
MEM 250.488281 1753074247.3684
MEM 250.488281 1753074247.4687
MEM 250.488281 1753074247.5692
MEM 250.488281 1753074247.6697
MEM 250.488281 1753074247.7699
MEM 250.488281 1753074247.8703
MEM 250.488281 1753074247.9707
MEM 250.488281 1753074248.0712
MEM 250.488281 1753074248.1715
MEM 250.488281 1753074248.2718
MEM 250.488281 1753074248.3722
MEM 250.488281 1753074248.4725
MEM 250.488281 1753074248.5728
MEM 250.488281 1753074248.6730
MEM 250.488281 1753074248.7733
MEM 250.488281 1753074248.8737
MEM 250.488281 1753074248.9741
MEM 250.488281 1753074249.0745
MEM 250.488281 1753074249.1748
MEM 250.488281 1753074249.2751
MEM 250.488281 1753074249.3757
MEM 250.488281 1753074249.4761
MEM 250.488281 1753074249.5766
MEM 250.363281 1753074249.6770
MEM 250.363281 1753074249.7774
MEM 250.363281 1753074249.8777
MEM 250.238281 1753074249.9781
MEM 250.113281 1753074250.0784
MEM 250.113281 1753074250.1789
MEM 250.113281 1753074250.2792
MEM 250.113281 1753074250.3798
MEM 250.113281 1753074250.4802
MEM 250.113281 1753074250.5807
MEM 250.113281 1753074250.6811
MEM 250.113281 1753074250.7815
MEM 250.113281 1753074250.8818
MEM 250.113281 1753074250.9821
MEM 250.113281 1753074251.0825
MEM 250.113281 1753074251.1830
MEM 250.113281 1753074251.2833
MEM 250.113281 1753074251.3837
MEM 250.113281 1753074251.4841
MEM 250.113281 1753074251.5845
MEM 250.113281 1753074251.6850
MEM 250.113281 1753074251.7853
MEM 250.113281 1753074251.8856
MEM 250.113281 1753074251.9860
MEM 250.113281 1753074252.0864
MEM 250.113281 1753074252.1869
MEM 250.113281 1753074252.2873
MEM 250.113281 1753074252.3876
MEM 250.113281 1753074252.4882
MEM 250.113281 1753074252.5886
MEM 250.113281 1753074252.6889
MEM 250.113281 1753074252.7896
MEM 250.113281 1753074252.8900
MEM 250.113281 1753074252.9908
MEM 250.113281 1753074253.0914
MEM 250.113281 1753074253.1917
MEM 250.113281 1753074253.2921
MEM 250.113281 1753074253.3925
MEM 250.113281 1753074253.4928
MEM 250.113281 1753074253.5934
MEM 250.113281 1753074253.6938
MEM 250.113281 1753074253.7942
MEM 250.113281 1753074253.8946
MEM 250.113281 1753074253.9951
MEM 250.113281 1753074254.0955
MEM 250.113281 1753074254.1959
MEM 250.113281 1753074254.2961
MEM 250.113281 1753074254.3965
MEM 250.113281 1753074254.4968
MEM 250.113281 1753074254.5971
MEM 250.113281 1753074254.6974
MEM 250.113281 1753074254.7977
MEM 250.113281 1753074254.8980
MEM 250.113281 1753074254.9984
MEM 250.113281 1753074255.0991
MEM 250.113281 1753074255.1998
MEM 250.113281 1753074255.3003
MEM 250.113281 1753074255.4010
MEM 250.113281 1753074255.5014
MEM 250.113281 1753074255.6018
MEM 250.113281 1753074255.7023
MEM 250.113281 1753074255.8027
MEM 250.113281 1753074255.9031
MEM 250.113281 1753074256.0035
MEM 250.113281 1753074256.1040
MEM 250.113281 1753074256.2045
MEM 250.113281 1753074256.3048
MEM 250.113281 1753074256.4052
MEM 250.113281 1753074256.5055
MEM 250.113281 1753074256.6059
MEM 250.113281 1753074256.7064
MEM 250.113281 1753074256.8067
MEM 250.113281 1753074256.9071
MEM 250.113281 1753074257.0074
MEM 250.113281 1753074257.1077
MEM 250.113281 1753074257.2081
MEM 250.113281 1753074257.3084
MEM 250.113281 1753074257.4090
MEM 250.113281 1753074257.5093
MEM 250.113281 1753074257.6097
MEM 250.113281 1753074257.7100
MEM 250.113281 1753074257.8105
MEM 250.113281 1753074257.9107
MEM 250.113281 1753074258.0113
MEM 250.113281 1753074258.1120
MEM 250.113281 1753074258.2125
MEM 250.113281 1753074258.3129
MEM 250.113281 1753074258.4132
MEM 250.113281 1753074258.5136
MEM 250.113281 1753074258.6140
MEM 250.113281 1753074258.7143
MEM 250.113281 1753074258.8146
MEM 250.113281 1753074258.9149
MEM 250.113281 1753074259.0153
MEM 250.113281 1753074259.1158
MEM 250.113281 1753074259.2161
MEM 250.113281 1753074259.3165
MEM 249.988281 1753074259.4167
MEM 249.988281 1753074259.5171
MEM 249.988281 1753074259.6175
MEM 249.988281 1753074259.7178
MEM 249.988281 1753074259.8182
MEM 249.988281 1753074259.9185
MEM 249.988281 1753074260.0189
MEM 249.988281 1753074260.1192
MEM 249.988281 1753074260.2195
MEM 249.988281 1753074260.3199
MEM 249.988281 1753074260.4202
MEM 249.988281 1753074260.5206
MEM 249.988281 1753074260.6210
MEM 249.988281 1753074260.7213
MEM 249.988281 1753074260.8218
MEM 249.988281 1753074260.9223
MEM 249.988281 1753074261.0226
MEM 249.988281 1753074261.1231
MEM 249.988281 1753074261.2234
MEM 249.988281 1753074261.3242
MEM 249.988281 1753074261.4246
MEM 249.988281 1753074261.5252
MEM 249.988281 1753074261.6255
MEM 249.988281 1753074261.7260
MEM 249.988281 1753074261.8264
MEM 249.988281 1753074261.9269
MEM 249.988281 1753074262.0271
MEM 249.988281 1753074262.1277
MEM 249.988281 1753074262.2283
MEM 249.988281 1753074262.3290
MEM 249.988281 1753074262.4293
MEM 249.988281 1753074262.5299
MEM 249.863281 1753074262.6304
MEM 249.863281 1753074262.7310
MEM 249.863281 1753074262.8314
MEM 249.863281 1753074262.9318
MEM 249.863281 1753074263.0324
MEM 249.863281 1753074263.1327
MEM 249.863281 1753074263.2332
MEM 249.863281 1753074263.3335
MEM 249.863281 1753074263.4338
MEM 249.863281 1753074263.5345
MEM 249.863281 1753074263.6349
MEM 249.863281 1753074263.7352
MEM 249.863281 1753074263.8357
MEM 249.738281 1753074263.9361
MEM 249.738281 1753074264.0365
MEM 249.738281 1753074264.1368
MEM 249.738281 1753074264.2374
MEM 249.738281 1753074264.3379
MEM 249.738281 1753074264.4382
MEM 249.738281 1753074264.5388
MEM 249.738281 1753074264.6393
MEM 249.613281 1753074264.7398
MEM 249.613281 1753074264.8402
MEM 249.613281 1753074264.9407
MEM 249.613281 1753074265.0412
MEM 249.613281 1753074265.1415
MEM 249.613281 1753074265.2420
MEM 249.613281 1753074265.3423
MEM 249.613281 1753074265.4427
MEM 249.363281 1753074265.5431
MEM 249.363281 1753074265.6435
MEM 249.363281 1753074265.7440
MEM 249.363281 1753074265.8443
MEM 249.363281 1753074265.9450
MEM 249.363281 1753074266.0453
MEM 249.363281 1753074266.1456
MEM 249.363281 1753074266.2459
MEM 249.363281 1753074266.3463
MEM 249.238281 1753074266.4466
MEM 249.238281 1753074266.5471
MEM 249.238281 1753074266.6475
MEM 249.238281 1753074266.7481
MEM 249.238281 1753074266.8485
MEM 249.238281 1753074266.9488
MEM 249.238281 1753074267.0492
MEM 249.238281 1753074267.1496
MEM 249.238281 1753074267.2502
MEM 249.238281 1753074267.3507
MEM 249.238281 1753074267.4510
MEM 249.238281 1753074267.5513
MEM 249.238281 1753074267.6517
MEM 249.238281 1753074267.7520
MEM 249.113281 1753074267.8524
MEM 248.988281 1753074267.9530
MEM 248.988281 1753074268.0535
MEM 248.988281 1753074268.1540
MEM 248.988281 1753074268.2544
MEM 248.988281 1753074268.3549
MEM 248.988281 1753074268.4553
MEM 248.988281 1753074268.5557
MEM 248.988281 1753074268.6561
MEM 248.863281 1753074268.7567
MEM 248.863281 1753074268.8573
MEM 248.863281 1753074268.9579
MEM 248.863281 1753074269.0587
MEM 248.863281 1753074269.1592
MEM 248.863281 1753074269.2595
MEM 248.613281 1753074269.3599
MEM 248.613281 1753074269.4602
MEM 248.613281 1753074269.5607
MEM 248.613281 1753074269.6613
MEM 248.613281 1753074269.7616
MEM 248.613281 1753074269.8620
MEM 248.613281 1753074269.9624
MEM 248.613281 1753074270.0629
MEM 248.488281 1753074270.1634
MEM 248.488281 1753074270.2639
MEM 248.488281 1753074270.3645
MEM 248.488281 1753074270.4649
MEM 248.488281 1753074270.5653
MEM 248.488281 1753074270.6656
MEM 248.488281 1753074270.7660
MEM 248.488281 1753074270.8664
MEM 248.488281 1753074270.9669
MEM 248.488281 1753074271.0673
MEM 248.488281 1753074271.1676
MEM 248.488281 1753074271.2681
MEM 248.488281 1753074271.3684
MEM 248.488281 1753074271.4692
MEM 248.488281 1753074271.5696
MEM 248.488281 1753074271.6699
MEM 248.488281 1753074271.7704
MEM 248.488281 1753074271.8707
MEM 248.488281 1753074271.9710
MEM 248.488281 1753074272.0713
MEM 248.488281 1753074272.1717
MEM 248.488281 1753074272.2719
MEM 248.238281 1753074272.3723
MEM 248.238281 1753074272.4727
MEM 248.238281 1753074272.5731
MEM 248.238281 1753074272.6734
MEM 248.238281 1753074272.7738
MEM 248.113281 1753074272.8740
MEM 247.988281 1753074272.9743
MEM 247.613281 1753074273.0747
MEM 247.613281 1753074273.1751
MEM 247.613281 1753074273.2756
MEM 247.613281 1753074273.3760
MEM 247.613281 1753074273.4766
MEM 247.613281 1753074273.5770
MEM 247.613281 1753074273.6774
MEM 247.613281 1753074273.7777
MEM 247.613281 1753074273.8780
MEM 247.613281 1753074273.9784
MEM 247.613281 1753074274.0790
MEM 247.613281 1753074274.1795
MEM 247.613281 1753074274.2799
MEM 247.613281 1753074274.3803
MEM 247.613281 1753074274.4808
MEM 247.613281 1753074274.5811
MEM 247.613281 1753074274.6814
MEM 247.613281 1753074274.7821
MEM 247.613281 1753074274.8825
MEM 247.613281 1753074274.9829
MEM 247.613281 1753074275.0834
MEM 247.613281 1753074275.1839
MEM 247.613281 1753074275.2842
MEM 247.613281 1753074275.3847
MEM 244.738281 1753074275.4854
MEM 244.738281 1753074275.5857
MEM 244.738281 1753074275.6862
MEM 244.738281 1753074275.7865
MEM 244.738281 1753074275.8868
MEM 244.738281 1753074275.9872
MEM 244.738281 1753074276.0876
MEM 244.738281 1753074276.3843
MEM 244.738281 1753074276.4847
MEM 244.738281 1753074276.5851
MEM 244.738281 1753074276.6855
MEM 244.738281 1753074276.7859
MEM 244.738281 1753074276.8862
MEM 244.738281 1753074276.9867
MEM 244.738281 1753074277.0870
MEM 244.738281 1753074277.1874
MEM 244.738281 1753074277.2878
MEM 244.738281 1753074277.3883
MEM 244.738281 1753074277.4887
MEM 244.738281 1753074277.5893
MEM 244.738281 1753074277.6898
MEM 244.738281 1753074277.7902
MEM 244.738281 1753074277.8906
MEM 244.738281 1753074277.9909
MEM 244.738281 1753074278.0912
MEM 244.738281 1753074278.1917
MEM 244.738281 1753074278.2921
MEM 244.738281 1753074278.3926
MEM 244.738281 1753074278.4930
MEM 244.738281 1753074278.5933
MEM 244.738281 1753074278.6937
MEM 244.738281 1753074278.7941
MEM 244.738281 1753074278.8945
MEM 244.738281 1753074278.9948
MEM 244.738281 1753074279.0951
MEM 244.738281 1753074279.1955
MEM 244.738281 1753074279.2964
MEM 244.738281 1753074279.3966
MEM 244.738281 1753074279.4974
MEM 244.738281 1753074279.5978
MEM 244.738281 1753074279.6982
MEM 244.738281 1753074279.7986
MEM 244.738281 1753074279.8989
MEM 244.738281 1753074279.9993
MEM 244.738281 1753074280.0995
MEM 244.738281 1753074280.1999
MEM 244.738281 1753074280.3003
MEM 244.738281 1753074280.4006
MEM 244.738281 1753074280.5010
MEM 244.738281 1753074280.6014
MEM 244.738281 1753074280.7018
MEM 244.738281 1753074280.8022
MEM 244.738281 1753074280.9030
MEM 244.738281 1753074281.0035
MEM 244.738281 1753074281.1038
MEM 244.738281 1753074281.2042
MEM 244.738281 1753074281.3045
MEM 244.738281 1753074281.4050
MEM 244.738281 1753074281.5055
MEM 244.738281 1753074281.6062
MEM 244.738281 1753074281.7068
MEM 244.738281 1753074281.8071
MEM 244.738281 1753074281.9074
MEM 244.738281 1753074282.0078
MEM 244.738281 1753074282.1085
MEM 244.738281 1753074282.2092
MEM 244.738281 1753074282.3098
MEM 244.738281 1753074282.4101
MEM 244.738281 1753074282.5107
MEM 244.738281 1753074282.6110
MEM 244.738281 1753074282.7114
MEM 244.738281 1753074282.8118
MEM 244.738281 1753074282.9122
MEM 244.738281 1753074283.0124
MEM 244.738281 1753074283.1128
MEM 244.738281 1753074283.2134
MEM 244.738281 1753074283.3139
MEM 244.738281 1753074283.4142
MEM 244.738281 1753074283.5150
MEM 244.738281 1753074283.6155
MEM 244.738281 1753074283.7162
MEM 244.738281 1753074283.8168
MEM 244.738281 1753074283.9174
MEM 244.738281 1753074284.0179
MEM 244.738281 1753074284.1184
MEM 244.738281 1753074284.2190
MEM 244.738281 1753074284.3193
MEM 244.738281 1753074284.4197
MEM 244.738281 1753074284.5202
MEM 244.738281 1753074284.6212
MEM 244.738281 1753074284.7216
MEM 244.738281 1753074284.8222
MEM 244.738281 1753074284.9226
MEM 244.738281 1753074285.0230
MEM 244.738281 1753074285.1235
MEM 244.738281 1753074285.2241
MEM 244.738281 1753074285.3246
MEM 244.738281 1753074285.4254
MEM 244.738281 1753074285.5259
MEM 244.613281 1753074285.6263
MEM 244.613281 1753074285.7268
MEM 242.863281 1753074285.8273
MEM 242.863281 1753074285.9275
MEM 242.863281 1753074286.0278
MEM 242.863281 1753074286.1281
MEM 242.863281 1753074286.2284
MEM 242.863281 1753074286.3287
MEM 242.863281 1753074286.4291
MEM 242.738281 1753074286.5296
MEM 242.738281 1753074288.1123
MEM 242.738281 1753074288.2132
MEM 242.613281 1753074288.3137
MEM 242.613281 1753074288.4142
MEM 242.613281 1753074288.5147
MEM 242.613281 1753074288.6150
MEM 242.613281 1753074288.7153
MEM 242.613281 1753074288.8157
MEM 242.613281 1753074288.9162
MEM 242.613281 1753074289.0165
MEM 242.613281 1753074289.1168
MEM 242.613281 1753074289.2174
MEM 242.613281 1753074289.3180
MEM 242.613281 1753074289.4186
MEM 242.488281 1753074289.5195
MEM 242.488281 1753074289.6202
MEM 242.238281 1753074289.7216
MEM 241.988281 1753074289.8219
MEM 241.863281 1753074289.9224
MEM 241.363281 1753074290.0239
MEM 241.238281 1753074290.1337
MEM 241.238281 1753074290.2346
MEM 241.113281 1753074290.3351
MEM 240.863281 1753074290.4356
MEM 240.488281 1753074290.5367
MEM 240.113281 1753074290.6374
MEM 239.613281 1753074290.7378
MEM 238.988281 1753074290.8411
MEM 238.863281 1753074290.9415
MEM 238.738281 1753074291.0421
MEM 238.488281 1753074291.1427
MEM 238.113281 1753074291.2437
MEM 238.113281 1753074291.3445
MEM 237.863281 1753074291.4451
MEM 237.863281 1753074291.5457
MEM 237.863281 1753074291.6489
MEM 237.238281 1753074291.7548
MEM 236.863281 1753074291.8560
MEM 236.488281 1753074291.9612
MEM 236.113281 1753074292.0616
MEM 235.613281 1753074292.1620
MEM 235.488281 1753074292.2635
MEM 235.488281 1753074292.3639
MEM 235.113281 1753074292.4664
MEM 234.738281 1753074292.5668
MEM 234.113281 1753074292.6679
MEM 234.113281 1753074292.7683
MEM 234.113281 1753074292.8687
MEM 234.113281 1753074292.9727
MEM 234.113281 1753074293.0736
MEM 233.363281 1753074293.1740
MEM 232.488281 1753074293.2773
MEM 231.988281 1753074293.3812
MEM 231.738281 1753074293.4915
MEM 231.738281 1753074293.5921
MEM 231.738281 1753074293.6924
MEM 231.113281 1753074293.7928
MEM 230.238281 1753074293.8968
MEM 230.113281 1753074293.9973
MEM 229.988281 1753074294.0976
MEM 229.738281 1753074294.1996
MEM 229.738281 1753074294.3002
MEM 229.613281 1753074294.4006
MEM 229.488281 1753074294.5013
MEM 229.488281 1753074294.6018
MEM 229.238281 1753074294.7022
MEM 229.113281 1753074294.8025
MEM 229.113281 1753074294.9052
MEM 229.113281 1753074295.0092
MEM 229.113281 1753074295.1095
MEM 229.113281 1753074295.2098
MEM 229.113281 1753074295.3102
MEM 228.988281 1753074295.4106
MEM 228.988281 1753074295.5111
MEM 228.988281 1753074295.6136
MEM 227.988281 1753074295.7172
MEM 227.488281 1753074295.8175
MEM 227.363281 1753074295.9183
MEM 227.363281 1753074296.0248
MEM 227.363281 1753074296.1263
MEM 227.363281 1753074296.2269
MEM 227.363281 1753074296.3292
MEM 227.363281 1753074296.4295
MEM 227.363281 1753074296.5299
MEM 227.363281 1753074296.6318
MEM 227.363281 1753074296.7403
MEM 227.363281 1753074296.8426
MEM 227.363281 1753074296.9452
MEM 227.363281 1753074297.0493
MEM 227.113281 1753074297.1772
MEM 227.113281 1753074297.2793
MEM 227.113281 1753074297.3801
MEM 227.113281 1753074297.4818
MEM 227.113281 1753074297.5822
MEM 227.113281 1753074297.6831
MEM 227.113281 1753074297.7852
MEM 227.113281 1753074297.8856
MEM 227.113281 1753074297.9859
MEM 227.113281 1753074298.0868
MEM 227.113281 1753074298.1877
MEM 227.113281 1753074298.2897
MEM 227.113281 1753074298.3903
MEM 227.113281 1753074298.4915
MEM 227.113281 1753074298.5927
MEM 227.113281 1753074298.6931
MEM 227.113281 1753074298.7935
MEM 227.113281 1753074298.8972
MEM 227.113281 1753074298.9987
MEM 227.113281 1753074299.0999
MEM 227.113281 1753074299.2024
MEM 227.113281 1753074299.3037
MEM 227.113281 1753074299.4062
MEM 227.113281 1753074299.5075
MEM 227.113281 1753074299.6081
MEM 227.113281 1753074299.7133
MEM 227.113281 1753074299.8137
MEM 227.113281 1753074299.9144
MEM 227.113281 1753074300.0149
MEM 227.113281 1753074300.1152
MEM 227.113281 1753074300.2156
MEM 227.113281 1753074300.3160
MEM 227.113281 1753074300.4164
MEM 227.113281 1753074300.5216
MEM 227.113281 1753074300.6225
MEM 227.113281 1753074300.7332
MEM 227.113281 1753074300.8335
MEM 227.113281 1753074300.9339
MEM 227.113281 1753074301.0480
MEM 227.113281 1753074301.1484
MEM 227.113281 1753074301.2489
MEM 227.113281 1753074301.3492
MEM 227.113281 1753074301.4590
MEM 227.113281 1753074301.5628
MEM 227.113281 1753074301.6655
MEM 227.113281 1753074301.7660
MEM 227.113281 1753074301.8663
MEM 227.113281 1753074301.9711
MEM 227.113281 1753074302.0715
MEM 227.113281 1753074302.1720
MEM 227.113281 1753074302.2723
MEM 227.113281 1753074302.3739
MEM 227.113281 1753074302.4763
MEM 227.113281 1753074302.5768
MEM 227.113281 1753074302.6772
MEM 227.113281 1753074302.7776
MEM 227.113281 1753074302.8779
MEM 227.113281 1753074302.9785
MEM 227.113281 1753074303.0789
MEM 227.113281 1753074303.1794
MEM 227.113281 1753074303.2852
MEM 227.113281 1753074303.3885
MEM 227.113281 1753074303.4923
MEM 227.113281 1753074303.5930
